headline,stock,date,exact_time
BRIEF-Delta introduces one-of-a-kind alessi-designed serviceware at 30 000 feet (DAL),dal,2017-03-14,14:26:23
UPDATE 1-Blizzard rolls into northeast U.S.  flights canceled  schools shut (JBLU  DAL  UAL),dal,2017-03-14,11:58:26
BRIEF-Delta completes cash tender offer for additional shares of Grupo Aeroméxico (DAL),dal,2017-03-13,14:20:23
BRIEF-Delta Air Lines says offering $1 billion aggregate principal amount of 2.875% notes due 2020 (DAL),dal,2017-03-13,11:18:23
U.S. refiners' biofuel bill soars to record high as debate heats up (VLO  CVI  MPC  TSO  CASY  CLMT  HFC  CVE  WNR  DAL  ALJ  DK),dal,2017-03-10,18:14:22
American Air lowers key revenue guidance  sending shares down (DAL  LUV  UAL),dal,2017-03-09,23:18:22
Delta's CEO sounds optimistic note for 2017  hopes to meet Buffett (DAL  BRK.  UAL  LUV),dal,2017-03-09,22:52:27
Emirates to launch Dubai-Athens-Newark route despite U.S. protests (DAL  UAL),dal,2017-03-09,16:30:22
INSIGHT-'It's like kumbaya': Trump's genial private meetings with CEOs jar with public attacks (JNJ  MRK  LLY  CELG  AMGN  GM  F  CPB  TGT  LUV  UAL  DAL),dal,2017-03-08,17:42:22
Covered Call reports for Bank of America  Centurylink  Delta Airlines  Microsoft  Exxon Mobil  and more!,dal,2017-03-07,15:31:00
RPT-UPDATE 5-Buffett's Berkshire more than doubled its stake in Apple -CNBC (BRK.  AAPL  DAL  LUV  UAL  ULVR  AMZN  UNA  IBM),dal,2017-03-06,22:10:21
Airline stocks slide as Delta warns on margin pressures (DAL  LUV  AAL  JBLU  UAL),dal,2017-03-06,18:16:53
BRIEF-Delta Air Lines sees March quarter passenger unit revenue to be about flat yoy (DAL  AXP),dal,2017-03-06,15:30:21
UPDATE 1-Delta Air cuts Q1 operating margin forecast  citing higher costs (DAL),dal,2017-03-06,15:14:23
U.S. suspends Obama airline transparency review,dal,2017-03-03,21:14:20
UPDATE 1-Top Avianca shareholder Efromovich says deal with United 'will happen' (UAL  DAL),dal,2017-03-03,00:02:19
BRIEF-Delta to stop flying MD-88 aircraft on a scheduled basis at Laguardia Airport (DAL),dal,2017-03-02,19:28:20
Delta to fly newer  quieter  more efficient aircraft at New York's LaGuardia Airport,dal,2017-03-02,18:30:00
Delta introduces enhanced boarding process in Atlanta,dal,2017-03-02,18:00:00
UATP Partners With Trustly To Offer Airlines Secure Online Bank Payments,dal,2017-03-02,15:38:00
BRIEF-Delta says Feb total system RPMs were 14.14 billion (DAL),dal,2017-03-02,15:30:20
Delta Reports Financial and Operating Performance for February 2017,dal,2017-03-02,15:00:00
BRIEF-Delta cargo launches GPS tracking  same-day shipments - website (DAL),dal,2017-03-01,19:20:19
Warren Buffett says this is one behavior that causes airlines to go broke (AAL  DAL  UAL  LUV),dal,2017-02-27,20:37:08
Delta Air Lines to Present at Raymond James 38th Annual Institutional Investors Conference,dal,2017-02-27,19:00:00
Here are Warren Buffett's most valuable investments (BRKA  BRKB  KO  AXP  AAPL  DAL  GS  IBM  PSX  LUV  WFC  HNZ),dal,2017-02-27,14:20:14
Delta Names New Seattle Vice President,dal,2017-02-24,21:00:00
BRIEF-INNOVATIVE SOLUTIONS AND SUPPORT ANNOUNCES SETTLEMENT LAWSUIT WITH DELTA AIR LINES (DAL  ISSC),dal,2017-02-23,21:50:15
"Aeromexico board says Delta offer for shares ""fair"" (AEROMEX*  DAL)",dal,2017-02-22,00:36:12
Warren Buffett's $10 billion airline investment reveals everything you need to know about the industry (AAL  UAL  DAL  LUV),dal,2017-02-20,15:36:15
Delta is bringing back a free perk that it got rid of years ago (DAL),dal,2017-02-17,17:35:24
Delta Air Lines just gave employees another $1 billion reward (DAL),dal,2017-02-16,15:25:42
'More mellow' on Trump  not 'crazy' on Apple -Berkshire's Munger (VRX  LUV  UAL  AAPL  BRK.  DAL  DJCO  WFC  AXP),dal,2017-02-15,22:28:11
10 things you need to know before the opening bell (SPY  SPX  QQQ  DIA  TWTR  HUM  CI  ANTHM  DAL  LUV  AAL),dal,2017-02-15,14:38:18
UPDATE 1-Berkshire takes huge bite of Apple  boosts airline stakes (BAYN  MON  SIRI  LUV  UAL  AAPL  BRK.  DAL),dal,2017-02-14,23:44:10
BRIEF-Soros Fund Management takes share stake in Tata Motors  dissolves share stake in Coca Cola  Dunkin' Brands (KO  DNKN  GS  DAL  INTC  TATAMOTORS  TTM),dal,2017-02-14,23:16:11
US flight cancellations and baggage issues have fallen to historic lows,dal,2017-02-14,18:47:32
BRIEF-Omega Advisors Inc cuts share stake in Facebook  Delta Air Lines - SEC filing (CHK  DAL),dal,2017-02-14,17:16:10
BRIEF-Delta to pay out more than $1 bln in profit sharing on Feb 14 (DAL),dal,2017-02-13,22:16:10
BRIEF-Delta Air launches cash tender offer to acquire additional shares of Grupo Aeroméxico (DAL  AEROMEX*),dal,2017-02-13,18:36:14
BRIEF-Delta Air Lines sets qtrly dividend of $0.2025 per share (DAL),dal,2017-02-10,20:56:09
UPDATE 1-Trump criticizes billions in spending on U.S. air traffic control (FDX  JBLU  LUV  UAL  DAL),dal,2017-02-10,00:26:09
Emirates says flight delayed after Delta refuse spare part (UAL  DAL),dal,2017-02-09,21:40:12
BRIEF-Delta Air Lines CEO says plan to hire 25 000 people over the next five years (DAL),dal,2017-02-09,18:44:09
One major issue divides the airline CEOs meeting Trump Thursday (UAL  AAL  DAL  JBLU  UPS  FDX),dal,2017-02-09,16:36:31
BRIEF-Dalmac Energy says appointed new chief financial officer (DAL),dal,2017-02-08,23:50:11
Trump will meet with US airline execs to discuss improving airports he described as 'third world',dal,2017-02-08,20:23:26
Brazil official sees Airbus ruling helping WTO case against Canada (BBD.  BA  DAL  EMBR3),dal,2017-02-08,19:48:08
U.S. Justice Department will not file immediate stay against Seattle immigration ruling (UAL  DAL  LUV),dal,2017-02-04,09:06:08
U.S. Customs give airlines green light to board all visa-holders after Seattle ruling (LUV  UAL  DAL),dal,2017-02-04,06:42:07
UPDATE 1-U.S. airline CEOs ask to meet with Tillerson on Gulf carriers (UAL  DAL),dal,2017-02-02,22:10:07
BRIEF-Delta Air Lines says January consolidated passenger unit rev fell (DAL),dal,2017-02-02,15:30:08
Biggest Avianca investor could cede minority stake to United -media (UAL  DAL),dal,2017-02-02,15:26:07
U.S. airline  travel agency shares nosedive amid immigration ban turmoil,dal,2017-02-02,14:28:07
Trump blames Delta for airport issues during immigration backlash (DAL),dal,2017-01-30,16:37:04
UPDATE 1-Delta resumes limited U.S. domestic operations after systems outage (UAL  DAL),dal,2017-01-30,07:44:09
PRESS DIGEST - Wall Street Journal - Jan 30 (MSFT  DAL  AAPL),dal,2017-01-30,07:44:09
Delta grounds domestic U.S. flights after 'automation issue' - FAA,dal,2017-01-30,04:40:09
UPDATE 1-Certain flight crew barred from U.S. entry after Trump order - IATA memo (IAG  UAL  DAL  AF),dal,2017-01-29,08:40:06
UPDATE 1-Muslim woman assaulted at JFK airport  man charged with hate crimes (DAL),dal,2017-01-27,19:40:08
BRIEF-Delta Air Lines names Jeanne Jackson to board of directors (DAL),dal,2017-01-26,00:10:05
Emirates just launched a new flight to New York — and US airlines are furious (UAL  AAL  DAL),dal,2017-01-25,20:52:36
Wall St Week Ahead-Optimism among S&P 500 CEOs as Trump takes power (DAL  MS),dal,2017-01-22,21:40:11
Aeromexico says Delta to complete acquisition of 49 percent stake in Q2 (AEROMEX*  DAL),dal,2017-01-19,11:10:06
American Airlines is banning carry-on bags and overhead bin use for basic-economy passengers (UAL  DAL  AAL),dal,2017-01-18,23:33:07
UPDATE 1-Delta Air net profit falls 37 percent (DAL),dal,2017-01-12,14:46:05
BRIEF-Delta cancels Fort Lauderdale flights  activates care team (DAL),dal,2017-01-06,23:16:05
Delta Air Lines forecasts smaller drop in key revenue measure,dal,2017-01-04,15:20:26
Boeing just got some bad news from Delta (DAL  BA),dal,2016-12-29,15:27:04
This former Wall Streeter is now a Master Sommelier — here's her advice for great-tasting wine (DAL),dal,2016-12-28,18:00:51
10 things you need to know before the opening bell (SPY  SPX  QQQ  DIA  TSLA  BP  DAL  BA),dal,2016-12-28,12:50:19
Delta to cancel order for 18 Boeing 787 Dreamliner aircraft,dal,2016-12-28,03:20:05
Delta reveals the dishes you should eat on a plane (DAL),dal,2016-12-24,17:53:32
BRIEF-Dalmac Energy Q2 loss per share C$0.01 (DAL),dal,2016-12-23,23:26:03
UPDATE 1-Alitalia agrees short-term funding deal to keep airline going (AB1  UCG  DAL  AF  ISP),dal,2016-12-22,20:16:10
Delta Air to end codeshare deal with Alaska Air,dal,2016-12-19,14:56:05
UPDATE 1-U.S. finds no proof of price-gouging by airlines after 2015 train crash (JBLU  LUV  UAL  DAL),dal,2016-12-15,20:38:02
BRIEF-Delta Air Lines sees Q4 PRASM to fall 3 pct vs decline of 3-5 pct previously (DAL),dal,2016-12-15,14:46:08
UPDATE 1-Delta Air Lines sees smaller drop in key revenue measure (DAL),dal,2016-12-15,14:38:03
U.S. gives final approval to Delta-Aeromexico venture,dal,2016-12-15,00:14:03
A woman was dragged off a Delta flight by police (DAL),dal,2016-12-14,23:51:33
UPDATE 1-Alaska Air completes Virgin America acquisition (ALK  DAL),dal,2016-12-14,15:46:03
HSBC launches special lending facility for start-ups in China's Pearl River Delta,dal,2016-12-14,03:04:37
Midwest snow storm grounds hundreds of Chicago flights,dal,2016-12-12,08:36:06
Delta may bring back a free perk it got rid of years ago (DAL),dal,2016-12-09,20:39:33
UPDATE 1-Trump could privatize nation's air traffic controllers (DAL),dal,2016-12-08,19:36:03
Avianca says analyzing partnership offers but not obliged to close (UAL  DAL),dal,2016-12-07,21:24:05
UPDATE 1-Alaska wins antitrust approval for Virgin deal with condition (ALK  DAL),dal,2016-12-06,22:36:09
Bombardier sees another big CSeries order next year (BBD.  DAL  BA),dal,2016-12-06,20:00:07
Delta Air to sell gasoline and diesel as losses at its refinery climb (SXL  DAL),dal,2016-12-02,22:52:03
UPDATE 1-Delta Air Lines lowers profit forecast due to new pilot contract (DAL),dal,2016-12-02,17:54:07
BRIEF-Delta Air -expects Dec quarter operating margin of 9.5 - 10.5 pct (DAL),dal,2016-12-02,17:34:11
BRIEF-Delta's consolidated passenger unit revenue in Nov fell 1 pct (DAL),dal,2016-12-02,17:24:03
BRIEF-Delta returns to Cuba after 55-year hiatus (DAL),dal,2016-12-01,15:30:07
Delta bans disruptive Trump supporter from future flights (DAL),dal,2016-11-28,22:26:04
UPDATE 1-Delta pilots oppose big regional jets  could be issue for Embraer  Mitsubishi (BBD.  7011  SKYW  UAL  DAL  EMBR3),dal,2016-11-27,07:10:18
Regulators throw cold water on Delta Air Lines’ joint venture deal with Mexican airline (DAL  VLRS),dal,2016-11-24,01:01:30
Delta Air Lines just gave its employees another pay raise (DAL),dal,2016-11-15,23:52:04
UPDATE 1-United to restrict low-fare flyers to one carry-on bag (BA  UAL  DAL  EMBR3),dal,2016-11-15,18:50:18
"Top investor sees gap for ""truly low-cost"" airlines in Asia (LUV  UAL  C6L  AIRASIA  DAL)",dal,2016-11-15,13:56:20
10 things you need to know today (SPY  SPX  QQQ  DIA  AAL  UAL  DAL  AAPL),dal,2016-11-15,12:42:02
PRESS DIGEST - Wall Street Journal - Nov 15 (005930  HAR  DAL  UAL),dal,2016-11-15,12:40:19
BRIEF-Moody's says outlook for global airline industry changed to stable from positive (DAL  UAL),dal,2016-11-15,10:40:20
BRIEF-Soros Fund Management dissolves stake in Delta Air Lines  Comcast  Time Warner (DAL  AMZN  ALK  CMCSA  TWX  ABX  MAT  MON  PG  SAVE),dal,2016-11-15,03:40:18
UPDATE 1-Warren Buffett's Berkshire makes bet on U.S. airlines (LUV  UAL  BRK.  DAL),dal,2016-11-15,00:10:21
BRIEF-Appaloosa cuts share stake in Alphabet  ups in Kinder Morgan (DAL  KMI  NXPI  TPX),dal,2016-11-14,23:00:21
BRIEF-Omega Advisors takes share stake in U.S. Steel  cuts in Delta Air - SEC Filing (CLF  DAL  UAL  WMB  X),dal,2016-11-14,22:10:18
These new seats show just how much America's airlines have changed (AAL  DAL  UAL),dal,2016-11-12,15:27:40
American just scored a significant victory against Delta in Los Angeles (AAL  DAL),dal,2016-11-09,23:05:49
U.S. proposes awarding new direct China flight to American Airlines (UAL  DAL),dal,2016-11-07,22:40:18
These seats are the worst innovation airlines have come up with  and I spent 15 hours suffering in them (DAL  UAL  AAL),dal,2016-11-06,23:11:25
UPDATE 1-U.S. tentatively approves Delta-Aeromexico venture (JBLU  AEROMEX*  DAL),dal,2016-11-04,21:12:18
Delta's new cabin is adding a touch of luxury to economy flying (DAL),dal,2016-11-04,05:47:19
UPDATE 3-Canada to allow more foreign investment in airlines (WJA  CP  UAL  DAL  CNR),dal,2016-11-03,20:00:18
Delta turns to apartment-sharing service Airbnb for more business,dal,2016-11-02,19:05:15
A single statistic shows why all airline passengers are not created equal (AAL  UAL  DAL),dal,2016-10-24,11:54:28
Delta reveals the most important rule for ordering a cocktail on your next flight (DAL),dal,2016-10-20,22:56:11
Avolon sues Brazilian airline Avianca over jet lease (UAL  DAL),dal,2016-10-19,21:20:21
RPT-UPDATE 6-White House seeks to answer complaints of aggrieved air travelers (LUV  UAL  DAL),dal,2016-10-19,15:20:21
RPT-Another quarter of weak results looms for U.S. refiners (MPC  DAL),dal,2016-10-19,14:40:31
UPDATE 1-U.S. plans steps to improve disclosures of airline pricing -source (UAL  DAL),dal,2016-10-18,23:20:20
Foreign firms say UK profits hit by Brexit vote  weak sterling (RY4B  F  TCS  HPQ  DAL  INFY  BAC),dal,2016-10-18,22:20:20
Justice Dept in talks with Alaska Air on Virgin deal -sources (ALK  DAL),dal,2016-10-18,12:50:21
Stocks are selling off (SPY  SPX  DJI  IXIC  USO  WTI  OIL  VDE  DAL  JPM  WFC  C  USD  DXY  CNY  THB),dal,2016-10-15,20:41:04
RPT-Top airlines look to no-frills fares to win back travelers to Europe (NAS  DAL  AF),dal,2016-10-14,14:30:25
UPDATE 1-Delta Air Lines 3rd-quarter profit tops estimates (DAL),dal,2016-10-13,16:00:21
Air France-KLM CEO targets high costs  lack of trust with new project (DAL  AF  LHA),dal,2016-10-12,23:30:20
BRIEF-Emirates to launch new daily service to Fort Lauderdale with direct flights to Dubai starting Dec 15 (DAL  JBLU),dal,2016-10-11,22:50:23
BRIEF-Delta adds service between Los Angeles and Washington (DAL),dal,2016-10-10,23:20:21
UPDATE 1-Hurricane Matthew disrupts stores  plants and transport (DE  BMW  7267  NKE  LUV  UAL  DAL  BA  WMT  CAT  WBC  SPLS  AMZN  GD  CMI),dal,2016-10-07,23:50:22
UPDATE 1-Delta CEO says summer traffic was its best summer ever (DAL),dal,2016-10-07,22:00:20
Ahead of storm  U.S. planes  trains and trucks diverted  canceled (FDX  NSC  R  LUV  UAL  DAL  UPS),dal,2016-10-06,23:50:20
UPDATE 1-Delta posts smaller-than-expected fall in passenger unit revenue (ALK  DAL),dal,2016-10-04,22:10:21
BRIEF-Delta Air Lines expects Sept. quarter operating margin of about 18-19 pct (DAL),dal,2016-10-04,19:30:24
UPDATE 1-Delta  pilots negotiators reach deal for new contract (DAL),dal,2016-10-02,22:50:21
BRIEF-Dalmac Energy Q1 loss per share $0.03 (DAL),dal,2016-09-30,03:10:23
CFTC fines  bans former Delta Air fuel executive over illegal trades (CME  DAL),dal,2016-09-29,22:40:21
BRIEF-Delta Air Lines announces new routes connecting New York-JFK  Boston to Europe (DAL),dal,2016-09-29,16:10:32
UPDATE 1-Airline revenues blocked in Nigeria drop by over 50 pct-trade group (DAL  LHA),dal,2016-09-28,11:30:25
BRIEF-Delta mulls $2.3 billion regional-jet purchase in fleet shift - Bloomberg (DAL),dal,2016-09-27,22:20:21
BRIEF-Air France-KLM  Delta extend codeshare cooperation with Jet Airways (AF  DAL  JETAIRWAYS),dal,2016-09-27,20:10:20
Anger in the Delta keeps oil majors quiet - and Nigeria's crude offline,dal,2016-08-21,13:45:51
U.S. senators quiz airlines on IT systems after Delta disruption,dal,2016-08-16,20:53:10
Delta cancels hundreds more flights  expects normal operations soon,dal,2016-08-10,14:55:17
Delta Air tops profit expectations  plans to curb growth,dal,2016-07-14,15:24:03
United Continental  Delta Air Lines possible bidders for Avianca: WSJ,dal,2016-06-03,02:49:43
Delta trims growth in flights as rivals' expansion hurts prices,dal,2016-05-16,18:10:56
Bombardier pushes for airline talks  China breakthrough after Delta deal,dal,2016-05-06,05:02:52
Aeromexico says Mexico's competition watchdog approves deal with Delta,dal,2016-05-02,15:11:53
Delta orders 37 Airbus A321s worth $4.25 billion,dal,2016-04-29,13:21:53
Bombardier gains traction with big Delta order for CSeries jets,dal,2016-04-28,17:29:08
Bombardier in spotlight as market watches for Delta deal  AGM ,dal,2016-04-25,21:51:41
Airbus nears deal to sell 37 A321 jets to Delta: sources,dal,2016-04-19,22:22:59
Delta drought gives glimpse into bleak future for mighty Mekong,dal,2016-04-17,08:30:09
Delta Air profit tops expectations  smaller unit revenue decline seen,dal,2016-04-14,13:27:54
Delta Electronics plans to quadruple revenue from India,dal,2016-02-16,19:17:53
Delta CEO-designate: Zika has not impacted flight bookings,dal,2016-02-04,20:24:33
Delta Air Lines CEO to retire  names insider as successor,dal,2016-02-03,22:53:58
Delta Air misses fourth-quarter expectations  sees unit revenue decline,dal,2016-01-19,13:23:49
Delta Air sees smaller decline in passenger unit revenue,dal,2015-12-17,15:03:55
Delta Air Lines sees unit revenue rise in November,dal,2015-12-02,15:28:46
Aeromexico says evaluating Delta Airlines offer,dal,2015-12-02,00:34:45
Delta to leave U.S. airline trade group in 2016,dal,2015-10-27,21:47:11
Delta CEO warning prompts questions about Boeing 777 production levels,dal,2015-10-16,06:14:36
Airline partners Delta  Gol expect to apply for immunity from antitrust law soon,dal,2015-10-14,16:48:57
Delta Air beats third-quarter profit estimate  expects unit revenue drop,dal,2015-10-14,13:38:42
Delta no longer plans on 60 Boeing orders due to pilot vote: CEO,dal,2015-07-15,17:09:34
Delta Air beats second-quarter profit estimates  expects unit rev drop,dal,2015-07-15,13:50:54
Delta offers to invest in Japan's bankrupt Skymark Airlines: media,dal,2015-07-14,00:43:12
Delta Air Lines pilots reject tentative contract: union,dal,2015-07-10,21:00:57
Southwest grants Delta temporary right to keep Dallas flights,dal,2015-06-24,23:46:51
In China's Pearl River Delta  HSBC faces a risky voyage,dal,2015-06-14,09:52:13
Delta reaches tentative agreement with pilots union negotiators,dal,2015-06-05,06:50:11
Delta lowers unit revenue forecast on last-minute U.S. business travel,dal,2015-06-02,15:46:07
Delta Air Lines says seeks Asia alliances,dal,2015-05-28,18:39:40
Delta Air Lines approves $5 billion buyback plan  hikes dividend,dal,2015-05-13,13:49:57
Delta Air Lines first-quarter profit beats expectations,dal,2015-04-15,13:51:29
Delta Air to take payments via Alipay from Chinese travelers,dal,2015-04-01,18:48:18
Delta jet's brakes under scrutiny after skidding off runway: report,dal,2015-03-09,01:07:41
Delta Air Lines posts fourth-quarter loss after fuel hedging,dal,2015-01-20,14:12:51
Rolls-Royce wins $5 billion order from Delta,dal,2014-11-21,08:37:04
Air France KLM  Delta  Alitalia offer concessions to settle EU probe,dal,2014-10-21,12:26:50
Delta Air Lines profit slumps,dal,2014-10-16,13:59:52
Delta Air quarterly profit rises  aided by U.S. demand,dal,2014-07-23,13:54:48
Delta CEO says airline opposes U.S. Ex-Im Bank if no reforms,dal,2014-06-24,20:22:39
Delta sees key revenue measure rising in May  June,dal,2014-05-07,15:59:18
Yangtze River Delta becomes epicentre for China credit risk,dal,2014-04-14,23:35:41
Delta says may buy up to 50 wide-body jets to update fleet,dal,2014-04-03,23:22:13
Delta-Virgin takes up battle for New York-London fliers,dal,2014-03-30,13:09:49
Delta Air posts higher fourth-quarter profit,dal,2014-01-21,14:14:02
Delta to join S&P 500 after close of trading on Sept 10,dal,2013-09-07,00:22:49
Delta chooses Airbus over Boeing for 40-plane order,dal,2013-09-04,22:55:22
Delta  Virgin Atlantic receive tentative antitrust immunity for alliance,dal,2013-08-31,00:04:11
Delta  Virgin Atlantic to cross-sell tickets,dal,2013-06-24,15:41:08
U.S. approves Delta Airlines' purchase of Virgin Atlantic stake,dal,2013-06-20,15:57:57
Exclusive: EU regulators to clear Delta  Virgin deal unconditionally - sources,dal,2013-06-10,16:17:14
Delta will wait for new planes to mature: CEO,dal,2013-05-23,02:46:25
Delta Airlines wants to stop Ex-Im help on big jets,dal,2013-05-22,20:53:23
Delta to pay dividend  begin share repurchase program,dal,2013-05-08,15:14:09
Delta says April unit revenue down 2 percent,dal,2013-05-02,16:39:49
Delta  US Air profits top estimates,dal,2013-04-23,20:26:01
U.S. Ex-Im chief defends bank  as Delta strikes again,dal,2013-04-04,17:03:40
Delta sues Ex-Im Bank over loan guarantees for foreign airlines,dal,2013-04-04,06:18:37
Delta in talks with Airbus  Boeing to buy jets: Bloomberg,dal,2013-01-24,02:56:54
Pinnacle Airlines path from Chapter 11 may run through Delta Air,dal,2013-01-16,21:23:42
Delta expects 2013 profit growth  plans returns to shareholders,dal,2012-12-12,15:42:38
Delta buys 49 percent Virgin Atlantic stake for $360 million,dal,2012-12-11,14:35:36
CORRECTED - Delta buys refinery  becoming first airline to make own fuel,dal,2012-05-01,21:29:09
