,Smooth_Return,Smooth_HighR,Smooth_LowR,Smooth_Volume,Volatility,Date,State,Ticker,Close
0,-1.4486547885064522,1.2908799628816525,-1.678138480292928,18.150235932625616,1.496197143814343,2002-01-09,1,MSFT,21.098459243774414
1,1.163205845601764,1.9269565164407836,-0.512210901962332,17.7335747438363,1.4658795791029533,2002-01-10,1,MSFT,21.27349090576172
2,-0.45973874775806767,1.3863370826118866,-1.5930543881689756,17.974331792373228,1.4721861181663658,2002-01-11,1,MSFT,21.0677490234375
3,0.057292096866355,1.1532901958224802,-1.1061775374080018,17.80875669568507,1.252235496616147,2002-01-14,1,MSFT,21.024763107299805
4,0.9054993821249187,1.2444577306196667,-0.5395148856576821,17.843086760735925,1.3109163547361307,2002-01-15,1,MSFT,21.35639762878418
5,-0.09803783767994467,1.3161693057025654,-0.896912979222081,17.87375419154303,1.3717243607498861,2002-01-16,1,MSFT,20.84052848815918
6,0.8815621371228348,1.6886522321883906,-0.5182362534669309,18.00520863915559,1.7855506582438319,2002-01-17,1,MSFT,21.451587677001953
7,0.047534937985899584,1.4879818753941654,-1.2666230184118037,18.214050932674073,1.9618931065474075,2002-01-18,1,MSFT,20.29701042175293
8,-1.1678080053874667,0.9387745844138419,-2.1654796157621106,18.224525179746006,2.6300938842650523,2002-01-22,1,MSFT,19.79343605041504
9,-1.045370687707094,0.912905718737948,-1.9668515595642422,18.245826455827782,1.3880134187114066,2002-01-23,1,MSFT,19.572345733642578
10,-0.5436068813308498,1.1115192401378617,-1.5479211668232387,18.273186884357294,2.048910121991974,2002-01-24,1,MSFT,19.836429595947266
11,-0.587874504623779,1.0605908948232636,-1.4181871159840562,18.13342760772125,0.7679516255249965,2002-01-25,1,MSFT,19.590768814086914
12,-0.6286455996084975,0.8034932222126363,-1.618468307269406,17.982618880763617,0.8101613142680126,2002-01-28,1,MSFT,19.59691047668457
13,-1.1493367002283994,0.7910176186830586,-2.0460380537176985,17.95469951496337,1.0680123391145986,2002-01-29,1,MSFT,19.136310577392578
14,-0.7661329944796483,0.7274716942181367,-2.0440895456908605,17.961815931750703,1.5647989482339943,2002-01-30,1,MSFT,19.299057006835938
15,-0.35894979203463184,0.798646169204481,-1.9504584378282803,17.97930358599008,1.919960677847048,2002-01-31,1,MSFT,19.563133239746094
16,-0.8108174638708572,0.7025817680441879,-2.1738467937419657,17.97370871682003,1.8338664222160777,2002-02-01,1,MSFT,19.2407169342041
17,-1.1235205242941242,0.6066318444504062,-2.359835445768212,17.99021212782731,1.862715730531417,2002-02-04,1,MSFT,18.76783561706543
18,-0.8039749171291524,0.973712224875501,-1.9317010339395293,17.99385427549883,1.6007767828602983,2002-02-05,1,MSFT,18.77704429626465
19,-1.0758351326110294,0.8495401162747078,-2.0191529579453253,17.99505609616568,1.492100607734839,2002-02-06,1,MSFT,18.546741485595703
20,-1.0667313345972629,1.1372267138440741,-1.7471877268677483,17.988425409991194,1.2722046169637908,2002-02-07,1,MSFT,18.362512588500977
21,-0.6998324147646253,1.096757388620397,-1.841401134206171,17.977262611515787,1.432452721466952,2002-02-08,1,MSFT,18.623510360717773
22,-0.17631146276110488,1.3199455924311272,-1.5402479644318603,17.93736259167826,1.36397008642032,2002-02-11,1,MSFT,18.770906448364258
23,-0.21588571704744636,1.1856331650405334,-1.3061661019545725,17.88357102398819,1.2301649804925678,2002-02-12,1,MSFT,18.466909408569336
24,0.38352498730134327,1.5343262137514877,-1.0437780542914235,17.86525128943229,1.6599288555742335,2002-02-13,1,MSFT,18.98278045654297
25,0.28529133166424464,1.5922668931184774,-0.9838073032023852,17.85756187486457,1.8109291316574925,2002-02-14,1,MSFT,18.939794540405273
26,-0.18213936712100254,1.4111480373591776,-1.2967511185920286,17.83231360887526,2.5112236373076153,2002-02-15,1,MSFT,18.494544982910156
27,-0.4537043225202422,1.2032681748787206,-1.5070113269526715,17.815786015298634,0.9393744595413214,2002-02-19,1,MSFT,18.095365524291992
28,-0.20425609621881546,1.2941436183136592,-1.3775383165766928,17.79676585498931,1.6877770400804535,2002-02-20,1,MSFT,18.393213272094727
29,-0.7035187536399528,1.2185521357264473,-1.7575449375787824,17.80088261922039,1.8583695787394507,2002-02-21,1,MSFT,17.82513999938965
30,-0.6148252056905215,1.2151629212489194,-1.7336837869658341,17.82756930591345,1.8877537574429544,2002-02-22,1,MSFT,17.806724548339844
31,-0.12270411392398095,1.6939549579553388,-1.3220963227319198,17.812934224822516,2.3887328517648774,2002-02-25,1,MSFT,18.14142417907715
32,-0.25700804214063444,1.7010587798439736,-1.4843199249993786,17.82341536192272,1.4929010647272312,2002-02-26,1,MSFT,17.978683471679688
33,-0.4228285333033579,1.76980100965611,-1.5717510307924711,17.83740582597836,1.7404318432039214,2002-02-27,1,MSFT,17.92955207824707
34,-0.49177118149029225,1.7661297985980446,-1.4508114231788622,17.854062963361105,0.2016189646567585,2002-02-28,1,MSFT,17.914196014404297
35,0.37321810849598946,2.303764893965312,-1.149454990985609,17.859297306903237,2.8239252944976023,2002-03-01,1,MSFT,18.844602584838867
36,1.031547304812158,2.69653211497052,-0.9659711049547356,17.883483306698388,2.5530740307486988,2002-03-04,1,MSFT,19.43723487854004
37,0.9690175917835909,2.5176434278803455,-0.9338625535177664,17.87580218293017,2.0514491420688623,2002-03-05,1,MSFT,19.369680404663086
38,1.1021688287983322,2.316332664919737,-0.9402920304175493,17.8570720445571,1.6551793091059808,2002-03-06,1,MSFT,19.538570404052734
39,0.6880476650792106,1.9242651750416266,-1.4016073450145612,17.855236840194028,1.3296668125261426,2002-03-07,1,MSFT,19.259140014648438
40,0.7039115214616825,1.8770945620603894,-1.237808372860126,17.852986467063023,1.3749532767438393,2002-03-08,1,MSFT,19.636831283569336
41,0.8714294372153422,1.9832008566391688,-1.1181926557524013,17.82434653438413,1.4410846727347326,2002-03-11,1,MSFT,19.756587982177734
42,0.7628517624413427,1.6524712478711159,-1.164781046885951,17.837348291274285,0.6446534901590412,2002-03-12,1,MSFT,19.203872680664062
43,0.660122256789519,1.6000154523857888,-0.9029378933500773,17.812194347806237,0.73599280994162,2002-03-13,1,MSFT,19.068763732910156
