,Return,Volatility,HighR,LowR,State,Ticker
0,-2.0030727887597166,1.6661183158151782,-0.02637723639780152,-2.1474285144068452,0,aapl
1,-0.418443287897277,1.004469793282319,0.05812251479364692,-0.07568256354861819,0,aapl
2,-2.9477897866445106,0.7545596400125241,-0.5488727481813634,-4.157205792741607,0,aapl
3,0.025901019483434932,1.2885383308269835,-0.08473597081543509,-2.612411811974538,0,aapl
4,-0.9225005932365586,1.1492034453188602,0.6859308784683811,-1.898673442881791,0,aapl
5,0.29999220914404934,-0.2883093945738228,0.44833458095308243,0.5033114901679702,1,aapl
6,1.0062404581878115,0.2593757195547295,0.6647410866575647,0.5931011844165724,1,aapl
7,-1.7254241273665847,0.9836319699655005,-0.9825860713956766,-2.3254851054577945,0,aapl
8,1.3167361742524333,1.40308596221879,1.850422575427208,0.6675289965579471,0,aapl
9,0.44140092221284,1.2263738045403472,1.2196931892820981,0.825434138723701,0,aapl
10,-1.167986274846455,0.7254161601454051,-0.5769775408441085,-0.575166881024948,0,aapl
11,3.1703179980390823,2.253502279418048,3.5524965183508974,0.19303259791094973,0,aapl
12,0.7228129386840004,2.2240181895565034,1.1013299189137715,0.8826544629427151,0,aapl
13,0.8302608885194485,0.9265701990295859,0.8336247158045935,0.14134497325036163,0,aapl
14,-0.36562010872806144,-0.25535494871127973,-0.4395939786796321,-1.2764380448210244,0,aapl
15,-0.38140169310537925,-0.2005851044359744,0.11847165164860345,-0.2439612516034513,1,aapl
16,2.4770665488009067,1.3569322987431736,2.694459143127977,0.5044952468079347,0,aapl
17,1.2991309638720354,1.0141893297752087,0.9344207418885415,0.7642447265096054,0,aapl
18,0.47266490792724397,0.31098866007423326,0.4086751984167331,0.467932755378161,1,aapl
19,0.42638015804466145,-0.5347347364608813,-0.034910162032868224,0.7133475566273471,1,aapl
20,0.8070536220415929,-0.9989200483487475,1.8815562066103264,0.9534171806663733,0,aapl
21,-2.066166805753726,1.2173810809852401,0.20271968557102776,-3.4318233594599605,0,aapl
22,-0.8231131718063074,1.0213491455290942,1.098624331973367,-0.7949128688340007,0,aapl
23,-0.8613926453658753,-0.18118338814386373,-0.16846462204801582,-2.2442281416516074,0,aapl
24,2.5321832896760057,1.8525244259541915,2.6485484415636864,0.3924901187739582,0,aapl
25,0.09704537151968037,1.5268389634081363,0.23742839376712288,0.23662251966228928,0,aapl
26,0.62354681797096,0.7597718764177467,0.6514470718523508,0.665150889805434,0,aapl
