stock,date,open,close,sentiment_score
aapl,2020-03-27,61.3396,60.1225,0.0
aapl,2020-03-28,60.8489,61.8371,0.9873526096343994
aapl,2020-03-30,60.8489,61.8371,-0.9999988079071044
aapl,2020-03-31,62.0274,61.709,0.0009112358093261164
aapl,2020-04-01,59.8207,58.4657,-7.092952728215973e-06
aapl,2020-04-02,58.3249,59.4393,-0.5462372303009033
aapl,2020-04-03,58.9212,58.5871,-0.9999818205833436
aapl,2020-04-04,60.8862,63.6968,0.0
aapl,2020-04-06,60.8862,63.6968,-0.9999998807907104
aapl,2020-04-07,65.717,62.9579,0.08370891213417053
aapl,2020-04-08,63.761,64.5679,1.0
aapl,2020-04-09,65.2067,65.0373,0.0086575448513031
aapl,2020-04-10,65.1159,66.3125,0.0
aapl,2020-04-11,65.1159,66.3125,0.0
aapl,2020-04-13,65.1159,66.3125,-0.8536384403705597
aapl,2020-04-14,67.9494,69.6621,-0.22200033068656927
aapl,2020-04-15,68.5307,69.0254,0.47511468331019086
aapl,2020-04-16,69.7389,69.5754,0.9999984502792358
aapl,2020-04-17,69.0876,68.6291,-0.33219804366429645
aapl,2020-04-19,67.0466,65.1298,0.0
aapl,2020-04-20,67.4526,67.2031,0.0
aapl,2020-04-21,67.0466,65.1298,-0.11273068189620977
aapl,2020-04-22,66.4002,67.0023,0.926116406917572
aapl,2020-04-23,66.9492,66.7451,-0.9905424416065216
aapl,2020-04-24,67.2693,68.6717,-0.0029433965682983954
aapl,2020-04-26,69.1821,67.6062,0.0
aapl,2020-04-27,68.3848,68.7209,-0.9993128776550292
aapl,2020-04-29,69.0972,69.8247,0.9785153865814208
aapl,2020-04-30,70.3697,71.299,0.003047794103622381
aapl,2020-05-01,69.4679,70.1499,0.4999767541885376
aapl,2020-05-02,70.1754,71.1423,0.0
aapl,2020-05-04,70.1754,71.1423,-0.90521240234375
aapl,2020-05-05,71.6045,72.2145,0.0
aapl,2020-05-07,73.5864,73.7096,0.4951362609863281
aapl,2020-05-08,74.3726,75.4647,0.9999992847442628
aapl,2020-05-11,74.974,76.6533,-0.6967881619930267
aapl,2020-05-12,77.34,75.776,0.33211624622344976
aapl,2020-05-13,75.9584,74.8635,0.0
aapl,2020-05-14,74.0988,75.3207,0.0
aapl,2020-05-15,73.0836,74.8782,0.0
aapl,2020-05-16,76.2058,76.6413,0.0
aapl,2020-05-18,76.2058,76.6413,0.0
aapl,2020-05-19,76.6582,76.1988,0.6775192618370056
aapl,2020-05-20,77.0593,77.68,0.9999994039535522
aapl,2020-05-21,77.5431,77.1007,0.999902606010437
aapl,2020-05-22,76.8386,77.5983,0.9999825954437256
aapl,2020-05-25,78.7209,77.0712,0.0
aapl,2020-05-26,78.7209,77.0712,0.0
aapl,2020-05-28,77.0809,77.4437,5.841255187988281e-06
aapl,2020-05-29,77.685,77.3669,0.0
aapl,2020-06-01,77.3204,78.3178,-0.9643270969390868
aapl,2020-06-02,78.0496,78.6814,0.0
aapl,2020-06-03,79.0017,79.1119,0.2567254702250163
aapl,2020-06-04,78.9357,78.4311,-0.9673997759819032
aapl,2020-06-05,78.6834,80.6663,0.33325467507044476
aapl,2020-06-08,80.3627,81.1433,0.0
aapl,2020-06-09,80.8219,83.7045,0.5670374035835266
aapl,2020-06-10,84.6554,85.8578,0.0111572146415711
aapl,2020-06-11,84.9994,81.7375,0.5167424082756042
aapl,2020-06-12,83.8828,82.4423,-0.9997135996818542
aapl,2020-06-14,85.5229,85.6736,0.0
aapl,2020-06-15,81.0908,83.4621,-0.9993426203727722
aapl,2020-06-16,85.5229,85.6736,0.0
aapl,2020-06-17,86.4206,85.5543,0.9999999403953552
aapl,2020-06-18,85.5109,85.5888,-0.9999514818191528
aapl,2020-06-19,86.2954,85.099,0.9999998807907104
aapl,2020-06-20,85.4941,87.3263,0.0
aapl,2020-06-22,85.4941,87.3263,0.9802950918674469
aapl,2020-06-23,88.5728,89.1908,-0.9991111159324646
aapl,2020-06-24,88.8163,87.6142,-0.9998815059661864
aapl,2020-06-25,87.7707,88.7767,0.008204489946365412
aapl,2020-06-26,88.6733,86.052,0.9834625720977784
aapl,2020-06-27,85.9574,88.0347,0.0
aapl,2020-06-29,85.9574,88.0347,0.0
aapl,2020-07-01,88.8456,88.5995,0.21375004450480148
aapl,2020-07-02,89.5121,88.5995,0.9999991655349731
aapl,2020-07-04,90.0325,90.9707,0.9950271248817444
aapl,2020-07-06,90.0325,90.9707,0.0
aapl,2020-07-07,91.3499,90.6897,-0.9973621964454652
aapl,2020-07-08,91.6683,92.7998,0.8951026995976766
aapl,2020-07-09,93.6985,93.1329,0.0
aapl,2020-07-10,92.7918,93.3623,-0.8968532085418701
aapl,2020-07-11,94.671,92.9316,0.9990432858467102
aapl,2020-07-13,94.671,92.9316,2.0265579224187924e-06
aapl,2020-07-14,92.3118,94.47,0.0
aapl,2020-07-15,96.3515,95.1214,0.0
aapl,2020-07-20,93.8452,95.7354,-0.9837950468063354
aapl,2020-07-21,96.5317,94.4141,-0.9999896287918092
aapl,2020-07-22,94.1143,94.679,0.9860213398933412
aapl,2020-07-23,94.4141,90.3693,-0.8501932621002197
aapl,2020-07-25,91.2139,92.2833,0.999991536140442
aapl,2020-07-27,91.2139,92.2833,0.9564632177352904
aapl,2020-07-29,91.2526,92.509,0.0
aapl,2020-07-30,91.6763,93.6276,0.9999977350234984
aapl,2020-07-31,100.148,103.436,-0.6728388667106628
aapl,2020-08-02,106.227,106.74,-0.9999862909317015
aapl,2020-08-03,105.301,106.029,0.980649471282959
aapl,2020-08-04,106.227,106.74,0.9995166063308716
aapl,2020-08-05,106.464,107.124,-0.999897837638855
aapl,2020-08-06,107.47,110.868,0.9999812841415404
aapl,2020-08-07,110.397,108.337,0.0
aapl,2020-08-10,109.805,109.931,0.9999992847442628
aapl,2020-08-11,109.183,106.662,0.0
aapl,2020-08-12,107.754,110.209,0.999677836894989
aapl,2020-08-13,111.578,112.139,-0.9997161030769348
aapl,2020-08-14,111.973,112.043,0.0
aapl,2020-08-17,113.165,111.756,0.0
aapl,2020-08-18,111.498,112.673,0.0
aapl,2020-08-19,113.086,112.82,-0.9578098654747008
aapl,2020-08-20,112.859,115.332,0.0
aapl,2020-08-21,116.29,121.265,0.9999879598617554
aapl,2020-08-22,125.492,122.725,0.999996304512024
aapl,2020-08-24,125.492,122.725,0.0
aapl,2020-08-25,121.591,121.709,0.3355298042297363
aapl,2020-08-26,123.04,123.374,0.9999995231628418
aapl,2020-08-28,122.873,121.699,0.0
aapl,2020-08-29,124.4,125.829,0.0
aapl,2020-09-01,129.455,130.834,0.0003121197223662775
aapl,2020-09-02,134.174,128.115,0.0
aapl,2020-09-03,123.759,117.866,0.0
aapl,2020-09-04,117.088,117.944,0.939725399017334
aapl,2020-09-05,111.118,110.019,-0.9998887777328492
aapl,2020-09-08,111.118,110.019,-0.8408647179603577
aapl,2020-09-09,114.345,114.405,0.9893835186958313
aapl,2020-09-10,117.373,110.67,0.923084318637848
aapl,2020-09-11,111.717,109.213,-0.9998252987861632
aapl,2020-09-14,111.865,112.486,0.9630975723266602
aapl,2020-09-15,115.382,112.653,0.0
aapl,2020-09-16,112.356,109.341,-0.8614062070846558
aapl,2020-09-18,107.655,104.185,0.9997314512729645
aapl,2020-09-21,101.931,107.34,0.9950607419013976
aapl,2020-09-22,109.884,109.028,0.0
aapl,2020-09-23,108.838,104.444,0.9999986886978148
aapl,2020-09-24,102.552,105.517,0.0
aapl,2020-09-29,111.697,111.243,0.0
aapl,2020-09-30,110.958,112.918,0.946018636226654
aapl,2020-10-01,114.704,113.885,0.9993370175361632
aapl,2020-10-05,111.078,113.597,0.9971817135810852
aapl,2020-10-06,112.81,110.358,-0.9699071645736694
aapl,2020-10-07,111.766,112.208,0.9999746084213256
aapl,2020-10-08,113.353,112.101,-0.9970093965530396
aapl,2020-10-09,112.406,114.063,0.0
aapl,2020-10-10,117.078,121.294,0.0
aapl,2020-10-12,117.078,121.294,1.0
aapl,2020-10-13,122.143,118.082,0.0
aapl,2020-10-14,117.984,118.171,0.9997619390487671
aapl,2020-10-15,115.767,117.707,0.999584138393402
aapl,2020-10-17,116.979,113.086,0.9860294461250304
aapl,2020-10-19,116.979,113.086,0.0
aapl,2020-10-20,113.304,114.584,-0.9999949932098388
aapl,2020-10-21,113.766,113.964,0.33333202203114826
aapl,2020-10-22,114.534,112.859,0.9749161303043365
aapl,2020-10-23,113.491,112.168,0.6240459084510803
aapl,2020-10-26,111.166,112.178,0.9993745684623718
aapl,2020-10-27,112.604,113.696,0.0
aapl,2020-10-28,112.178,108.425,1.0
aapl,2020-10-29,109.579,112.446,-0.9999998807907104
aapl,2020-10-30,108.287,106.149,-0.03990264236927027
aapl,2020-11-02,106.395,106.059,-0.0018976330757141668
aapl,2020-11-03,106.926,107.695,0.9998864829540253
aapl,2020-11-05,115.01,116.061,-0.9997956156730652
aapl,2020-11-06,115.571,115.933,-0.9990928173065186
aapl,2020-11-07,117.707,113.616,0.0
aapl,2020-11-09,117.707,113.616,-0.9996955394744872
aapl,2020-11-10,112.859,113.274,-0.9995114803314208
aapl,2020-11-11,114.474,116.722,0.9995781183242798
aapl,2020-11-12,116.851,116.449,1.0
aapl,2020-11-14,116.16,117.512,1.0
aapl,2020-11-17,116.782,116.623,-0.999987006187439
aapl,2020-11-18,115.854,115.283,-0.9999130964279176
aapl,2020-11-19,114.852,115.884,0.0
aapl,2020-11-20,115.894,114.614,0.0
aapl,2020-11-23,114.464,111.205,0.0
aapl,2020-11-24,111.263,112.486,0.0
aapl,2020-11-25,112.849,113.333,0.32752267519632977
aapl,2020-11-27,113.865,113.885,0.0
aapl,2020-11-30,114.26,116.29,0.333548367023468
aapl,2020-12-01,118.201,119.866,5.879998207097836e-05
aapl,2020-12-02,119.187,120.222,0.0
aapl,2020-12-03,120.655,120.084,0.8435377180576324
aapl,2020-12-04,119.746,119.413,0.0
aapl,2020-12-07,119.472,120.882,0.6142004728317261
aapl,2020-12-08,121.473,121.483,0.09670826792716974
aapl,2020-12-09,121.63,118.949,0.9987401366233826
aapl,2020-12-11,119.59,119.571,0.9977362155914308
aapl,2020-12-12,119.746,118.949,0.9999991655349731
aapl,2020-12-14,119.746,118.949,-0.9638360440731049
aapl,2020-12-15,121.443,124.901,0.999998927116394
aapl,2020-12-16,124.449,124.834,0.0
aapl,2020-12-17,125.909,125.711,-0.9672804474830629
aapl,2020-12-18,125.968,123.729,-0.20674189925193787
aapl,2020-12-19,122.114,125.248,0.0
aapl,2020-12-21,122.114,125.248,0.0
aapl,2020-12-22,128.549,128.815,-0.8002126216888428
aapl,2020-12-23,129.089,127.908,-0.9999984502792358
aapl,2020-12-26,130.874,133.525,0.999879002571106
aapl,2020-12-27,134.846,131.732,0.0
aapl,2020-12-28,130.874,133.525,-0.9998630285263062
aapl,2020-12-29,134.846,131.732,-0.996253490447998
aapl,2020-12-30,132.392,130.618,0.0
aapl,2020-12-31,130.963,129.613,0.4579802751541137
aapl,2021-01-02,130.422,126.41,0.0
aapl,2021-01-03,125.899,127.957,0.9484657645225525
aapl,2021-01-05,125.899,127.957,0.9999992847442628
aapl,2021-01-06,124.745,123.67,0.9999980926513672
aapl,2021-01-07,125.376,127.869,0.0
aapl,2021-01-08,129.359,128.982,0.0
aapl,2021-01-10,125.512,125.809,0.0
aapl,2021-01-11,126.192,125.987,-0.6188387274742126
aapl,2021-01-12,125.512,125.809,-0.9676984548568726
aapl,2021-01-13,125.77,127.839,0.9999998807907104
aapl,2021-01-15,125.789,124.182,0.0
aapl,2021-01-18,124.805,124.852,-0.9998214840888976
aapl,2021-01-20,125.671,128.962,0.0
aapl,2021-01-21,130.696,133.704,1.0
aapl,2021-01-22,133.123,135.831,0.0
aapl,2021-01-24,140.276,139.843,0.9965195655822754
aapl,2021-01-25,139.753,139.606,0.9999997615814209
aapl,2021-01-26,140.276,139.843,0.0
aapl,2021-01-27,140.108,138.757,0.9971651434898376
aapl,2021-01-28,136.275,133.92,0.9999886751174927
aapl,2021-01-29,132.677,128.894,0.0
aapl,2021-01-30,130.647,131.023,0.9999998807907104
aapl,2021-02-01,130.647,131.023,0.9999998807907104
aapl,2021-02-02,132.58,131.851,0.0
aapl,2021-02-03,132.608,130.824,0.0
aapl,2021-02-04,133.143,134.204,0.6544636487960815
aapl,2021-02-05,134.364,133.792,0.0
aapl,2021-02-08,133.073,133.938,0.3617219924926758
aapl,2021-02-09,133.655,133.053,-0.9999998807907104
aapl,2021-02-10,133.515,132.441,0.0
aapl,2021-02-11,132.946,132.186,0.9996200799942015
aapl,2021-02-12,131.417,132.421,0.0
aapl,2021-02-15,132.54,130.293,0.0
aapl,2021-02-16,132.54,130.293,0.0
aapl,2021-02-17,128.391,127.987,0.9928547739982604
aapl,2021-02-18,126.39,126.891,0.0
aapl,2021-02-19,127.416,127.051,0.9998751580715179
aapl,2021-02-22,125.218,123.265,0.9999998807907104
aapl,2021-02-23,121.07,123.128,-0.999952793121338
aapl,2021-02-24,122.222,122.625,0.0
aapl,2021-02-25,121.966,118.348,0.0
aapl,2021-02-26,119.916,118.616,0.9999998807907104
aapl,2021-02-27,121.06,125.001,0.0
aapl,2021-03-01,121.06,125.001,0.5747490525245667
aapl,2021-03-02,125.612,122.399,0.0
aapl,2021-03-03,122.094,119.404,1.7285346984863281e-06
aapl,2021-03-04,119.097,117.522,-0.9622342586517334
aapl,2021-03-05,118.338,118.772,0.0
aapl,2021-03-06,118.29,113.825,0.9946236610412598
aapl,2021-03-08,118.29,113.825,0.0
aapl,2021-03-09,116.449,118.448,0.0
aapl,2021-03-10,119.037,117.383,-4.333257675165347e-05
aapl,2021-03-12,117.786,118.388,-0.33179467916488653
aapl,2021-03-13,118.762,121.285,0.0
aapl,2021-03-15,118.762,121.285,0.9999513626098632
aapl,2021-03-16,122.971,122.844,0.9965370893478394
aapl,2021-03-17,121.344,122.045,-0.13769489526748654
aapl,2021-03-18,120.202,117.905,0.0
aapl,2021-03-19,117.304,117.383,0.0
aapl,2021-03-22,117.717,120.704,0.0
aapl,2021-03-23,120.645,119.866,-0.9999959468841552
aapl,2021-03-24,120.143,117.482,0.9999610185623168
aapl,2021-03-25,116.949,117.964,0.9998828172683716
aapl,2021-03-26,117.737,118.566,0.0
aapl,2021-03-27,118.998,118.742,0.0
aapl,2021-03-29,118.998,118.742,0.0
aapl,2021-03-30,117.502,117.304,-0.9972854653994242
aapl,2021-03-31,118.998,119.491,0.9988696376482645
aapl,2021-04-01,120.97,120.319,0.9993463158607484
aapl,2021-04-02,121.177,123.167,-0.9393827319145204
aapl,2021-04-04,123.759,123.474,1.0
aapl,2021-04-05,121.177,123.167,0.9290382862091064
aapl,2021-04-07,123.098,125.109,0.0
aapl,2021-04-08,126.142,127.525,0.0
aapl,2021-04-09,126.981,130.106,0.9996455907821656
aapl,2021-04-12,129.643,128.381,0.6376750469207764
aapl,2021-04-13,129.565,131.494,0.9926385879516602
aapl,2021-04-15,130.904,131.563,0.8718400597572327
aapl,2021-04-20,132.077,130.214,0.0
aapl,2021-04-21,129.485,130.599,0.7683267891407013
aapl,2021-04-22,130.146,129.07,0.0
aapl,2021-04-26,131.891,131.782,0.0
aapl,2021-04-27,132.067,131.455,0.0
aapl,2021-04-29,133.505,130.579,0.9999915361404419
aapl,2021-04-30,128.914,128.599,0.5958922505378723
aapl,2021-05-02,128.331,125.06,0.999990940093994
aapl,2021-05-03,129.169,129.662,0.0
aapl,2021-05-04,128.331,125.06,-0.006769984960556086
aapl,2021-05-05,126.39,125.307,0.0
aapl,2021-05-06,125.099,126.921,0.0
aapl,2021-05-11,121.02,123.384,0.0
aapl,2021-05-12,120.922,120.3,0.0
aapl,2021-05-13,122.074,122.457,0.9999892711639404
aapl,2021-05-17,124.271,123.739,0.9223670363426208
aapl,2021-05-18,124.025,122.34,0.8640061616897583
aapl,2021-05-20,122.715,124.745,0.999338686466217
aapl,2021-05-21,125.248,122.912,0.0
aapl,2021-05-22,123.484,124.549,0.0
aapl,2021-05-24,123.484,124.549,0.0
aapl,2021-05-25,125.248,124.351,0.0
aapl,2021-05-26,124.409,124.301,0.0
aapl,2021-05-27,123.907,122.765,0.0
aapl,2021-05-28,123.05,122.104,-0.9999972581863404
aapl,2021-06-01,122.566,121.779,-0.9851085543632508
aapl,2021-06-02,121.789,122.547,0.0
aapl,2021-06-03,122.173,121.06,0.6290174722671509
aapl,2021-06-05,123.641,123.374,0.0
aapl,2021-06-07,123.641,123.374,0.0
aapl,2021-06-08,124.065,124.192,0.0
aapl,2021-06-09,124.646,124.577,-0.007289260625839178
aapl,2021-06-11,123.995,124.785,0.9997746348381042
aapl,2021-06-15,127.337,127.041,0.0
aapl,2021-06-16,127.741,127.533,0.0
aapl,2021-06-17,127.199,129.139,0.9333426058292389
aapl,2021-06-18,128.075,127.829,0.0
aapl,2021-06-19,127.681,129.643,0.0
aapl,2021-06-24,131.742,130.736,0.9999997615814208
aapl,2021-06-29,132.087,133.595,0.9999994039535522
aapl,2021-06-30,133.435,134.214,0.4224007924397786
aapl,2021-07-01,133.862,134.512,0.0
aapl,2021-07-02,135.131,137.151,0.0
aapl,2021-07-06,137.26,139.164,0.0
aapl,2021-07-07,140.652,141.665,0.0
aapl,2021-07-08,138.727,140.364,0.9995185136795044
aapl,2021-07-10,143.271,141.595,0.0
aapl,2021-07-12,143.271,141.595,0.0
aapl,2021-07-14,145.116,146.149,0.5999427199363708
aapl,2021-07-15,146.238,145.489,0.7324903607368469
aapl,2021-07-16,145.469,143.45,0.9999902248382568
aapl,2021-07-19,140.857,139.587,0.9998492002487184
aapl,2021-07-20,140.582,143.212,0.9999934434890748
aapl,2021-07-21,142.612,142.482,0.9917879700660706
aapl,2021-07-22,143.004,143.854,-0.9931392073631288
aapl,2021-07-23,144.581,145.569,0.9999633431434631
aapl,2021-07-26,145.281,145.992,0.0
aapl,2021-07-27,146.129,143.824,0.9999999403953552
aapl,2021-07-28,141.932,142.072,-0.9999921321868896
aapl,2021-07-29,141.783,142.72,0.0
aapl,2021-07-30,141.479,142.929,0.0
aapl,2021-08-02,143.42,142.602,0.0
aapl,2021-08-03,142.89,144.396,0.0
aapl,2021-08-05,144.03,144.11,0.0
aapl,2021-08-06,143.628,143.42,0.0
aapl,2021-08-09,143.48,143.37,0.999840497970581
aapl,2021-08-13,146.189,146.316,-0.999767005443573
aapl,2021-08-14,145.766,148.307,-0.9808403849601746
aapl,2021-08-16,145.766,148.307,0.9999953508377076
aapl,2021-08-17,147.431,147.393,0.5109355449676514
aapl,2021-08-18,147.006,143.638,0.9999980926513672
aapl,2021-08-19,142.335,143.97,0.9999996423721313
aapl,2021-08-20,144.69,145.42,0.0
aapl,2021-08-24,146.663,146.83,0.6640711426734924
aapl,2021-08-25,147.016,145.588,0.9818336963653564
aapl,2021-08-26,145.598,144.78,0.9999282360076904
aapl,2021-08-27,144.73,145.826,0.0
aapl,2021-08-28,146.218,150.278,0.9930930137634276
aapl,2021-08-30,146.218,150.278,-0.9359667897224426
aapl,2021-08-31,149.825,149.007,1.0
aapl,2021-09-01,149.994,149.676,-0.9999983310699464
aapl,2021-09-03,150.901,151.422,0.0
aapl,2021-09-04,152.073,153.769,-0.9999854564666748
aapl,2021-09-07,152.073,153.769,0.014826387166976984
aapl,2021-09-09,152.584,151.195,0.9999961853027344
aapl,2021-09-10,152.102,146.189,1.0
aapl,2021-09-12,147.547,145.35,0.0
aapl,2021-09-13,147.825,146.76,0.0
aapl,2021-09-14,147.547,145.35,0.49699924886226654
aapl,2021-09-15,145.786,146.247,-0.9282937049865724
aapl,2021-09-17,146.04,143.34,-0.9964436888694764
aapl,2021-09-20,141.123,140.276,-0.33392635981241864
aapl,2021-09-21,141.252,140.76,0.9987784028053284
aapl,2021-09-22,141.763,143.133,1.0
aapl,2021-09-23,143.92,144.1,0.9984679619471232
aapl,2021-09-24,142.949,144.189,0.9999991655349731
aapl,2021-09-27,142.77,142.671,0.0
aapl,2021-09-28,140.582,139.26,0.33333460489908856
aapl,2021-09-29,139.813,140.167,-0.8326538801193237
aapl,2021-09-30,140.985,138.857,0.0
aapl,2021-10-01,139.25,139.991,0.0
aapl,2021-10-05,136.895,138.472,0.9999996423721312
aapl,2021-10-06,136.877,139.349,1.0
aapl,2021-10-10,140.562,138.867,0.0
aapl,2021-10-11,139.615,140.147,-0.9983528852462769
aapl,2021-10-12,140.562,138.867,-0.9999582767486572
aapl,2021-10-13,138.599,138.277,0.8355922028422356
aapl,2021-10-14,139.457,141.083,0.9999737739562988
aapl,2021-10-16,140.78,143.824,0.0
aapl,2021-10-18,140.78,143.824,0.0
aapl,2021-10-19,144.259,145.982,-0.3580315113067627
aapl,2021-10-20,145.924,146.476,1.0
aapl,2021-10-21,146.03,146.692,1.0
aapl,2021-10-25,145.904,145.864,-0.9989112615585327
aapl,2021-10-27,146.575,146.07,0.0
aapl,2021-10-28,147.026,149.736,0.25620317459106445
aapl,2021-10-29,144.464,147.006,-0.8756019870440165
aapl,2021-10-30,146.209,146.179,0.9019891023635864
aapl,2021-11-01,146.209,146.179,0.9636518557866415
aapl,2021-11-02,145.884,147.225,-0.9998230934143066
aapl,2021-11-06,148.81,147.854,0.9734475016593934
aapl,2021-11-08,148.81,147.854,0.9979156851768494
aapl,2021-11-09,147.617,148.218,0.0
aapl,2021-11-10,147.441,145.37,-0.975350022315979
aapl,2021-11-13,147.787,147.421,0.0
aapl,2021-11-15,147.787,147.421,0.22229036688804626
aapl,2021-11-16,147.363,148.407,0.9999041557312012
aapl,2021-11-17,148.397,150.852,-0.9863909482955932
aapl,2021-11-18,151.058,155.158,0.9964359998703004
aapl,2021-11-19,154.94,157.789,0.9899609883626302
aapl,2021-11-20,158.891,158.251,0.999998927116394
aapl,2021-11-21,158.341,158.627,0.0
aapl,2021-11-22,158.891,158.251,0.0
aapl,2021-11-23,158.341,158.627,0.9935737053553263
aapl,2021-11-24,157.986,159.149,-0.999653935432434
aapl,2021-11-26,156.823,154.111,1.0
aapl,2021-11-29,156.634,157.493,0.93619304895401
aapl,2021-11-30,157.238,162.459,0.33124687274297077
aapl,2021-12-01,164.598,161.937,0.9993132650852203
aapl,2021-12-02,156.003,160.942,-0.32171324888865155
aapl,2021-12-03,161.197,159.051,0.0
aapl,2021-12-05,166.165,168.235,0.0
aapl,2021-12-06,161.464,162.479,1.0
aapl,2021-12-07,166.165,168.235,0.9999996423721313
aapl,2021-12-08,169.172,172.068,0.9999998807907104
aapl,2021-12-09,171.902,171.557,0.42857183728899273
aapl,2021-12-10,172.187,176.365,0.03882789611816401
aapl,2021-12-13,177.992,172.72,-0.973453164100647
aapl,2021-12-14,172.237,171.329,0.9995797872543334
aapl,2021-12-15,172.098,176.216,0.0
aapl,2021-12-16,176.196,169.302,0.3151444395383199
aapl,2021-12-17,167.003,168.195,8.344650268554688e-06
aapl,2021-12-20,165.386,166.825,-0.9999393224716188
aapl,2021-12-22,170.071,172.62,0.9262102395296097
aapl,2021-12-23,172.828,173.25,0.6989619135856628
aapl,2021-12-27,174.039,177.234,-0.9973215460777284
aapl,2021-12-28,177.065,176.206,0.1457241177558899
aapl,2021-12-29,176.246,176.295,0.0
aapl,2021-12-30,176.385,175.133,0.0
aapl,2021-12-31,175.026,174.514,0.9999547004699708
aapl,2022-01-01,174.768,178.878,0.0
aapl,2022-01-02,179.49,176.613,0.0
aapl,2022-01-03,174.768,178.878,0.3399292627970378
aapl,2022-01-04,179.49,176.613,0.8669491708278656
aapl,2022-01-05,176.525,171.912,1.0
aapl,2022-01-06,169.661,169.042,0.0
aapl,2022-01-08,166.165,169.232,0.999981164932251
aapl,2022-01-10,166.165,169.232,0.002217531204223633
aapl,2022-01-11,169.361,172.068,0.0
aapl,2022-01-14,168.393,170.101,9.652972221380063e-05
aapl,2022-01-16,168.561,166.875,0.0
aapl,2022-01-18,168.561,166.875,-0.39523451030254364
aapl,2022-01-19,167.073,163.376,1.0
aapl,2022-01-20,164.117,161.681,-0.8025296330451965
aapl,2022-01-21,161.594,159.611,0.0
aapl,2022-01-22,157.277,158.831,0.0
aapl,2022-01-24,157.277,158.831,0.999980628490448
aapl,2022-01-25,156.251,157.039,0.3299126823743184
aapl,2022-01-26,160.685,156.951,1.0
aapl,2022-01-27,159.65,156.488,0.0010665953159332275
aapl,2022-01-28,162.864,167.396,2.384185791015625e-07
aapl,2022-01-29,167.23,171.772,0.0
aapl,2022-01-30,171.023,171.605,-1.2874603271373353e-05
aapl,2022-01-31,167.23,171.772,0.06750386953353882
aapl,2022-02-01,171.023,171.605,0.8218709329764048
aapl,2022-02-02,171.732,172.818,1.0
aapl,2022-02-04,168.942,169.642,0.010593712329864502
aapl,2022-02-06,168.992,172.039,0.0
aapl,2022-02-07,170.11,168.923,0.0
aapl,2022-02-08,168.992,172.039,1.0
aapl,2022-02-09,173.24,173.468,0.9998387694358826
aapl,2022-02-10,171.359,169.38,0.9999992847442628
aapl,2022-02-11,169.583,165.947,0.9999998211860657
aapl,2022-02-14,164.698,166.185,-0.8605213165283203
aapl,2022-02-15,168.245,170.041,0.9999998509883881
aapl,2022-02-16,169.112,169.801,-0.98787721991539
aapl,2022-02-17,168.304,166.185,0.3902369936307271
aapl,2022-02-18,167.113,164.628,0.0
aapl,2022-02-22,162.351,161.701,-0.9992628693580629
aapl,2022-02-24,150.152,160.145,-0.9790597558021545
aapl,2022-02-25,161.227,162.224,-0.9925578832626344
aapl,2022-02-28,160.46,162.489,0.006801158189773532
aapl,2022-03-02,161.771,163.908,0.9999996423721312
aapl,2022-03-03,165.78,163.582,0.9999995231628418
aapl,2022-03-04,161.867,160.567,0.0
aapl,2022-03-05,160.755,156.763,0.997372031211853
aapl,2022-03-07,160.755,156.763,0.0
aapl,2022-03-09,158.901,160.35,0.9999948143959045
aapl,2022-03-10,157.64,155.993,1.0
aapl,2022-03-11,156.4,152.26,0.9999849796295166
aapl,2022-03-12,149.036,148.218,0.0
aapl,2022-03-13,148.496,152.614,0.0
aapl,2022-03-14,149.036,148.218,0.9999914169311525
aapl,2022-03-15,148.496,152.614,-0.33332741260528564
aapl,2022-03-16,154.547,157.049,-0.3333299954732259
aapl,2022-03-17,156.083,158.055,0.9999822378158568
aapl,2022-03-18,157.947,161.366,0.0
aapl,2022-03-21,160.904,162.746,0.0
aapl,2022-03-22,162.874,166.125,0.9995743036270142
aapl,2022-03-23,165.307,167.496,0.9940370321273804
aapl,2022-03-24,168.334,171.29,0.0
aapl,2022-03-25,171.103,171.931,0.0
aapl,2022-03-26,169.428,172.799,0.0
aapl,2022-03-27,173.87,176.107,-0.8655595183372498
aapl,2022-03-28,169.428,172.799,7.748603820800781e-07
aapl,2022-03-29,173.87,176.107,0.0
aapl,2022-03-30,175.705,174.936,0.500475138425827
aapl,2022-03-31,175.006,171.822,1.0
aapl,2022-04-01,171.25,171.527,1.4960765838623047e-05
aapl,2022-04-04,171.782,175.596,0.17684835195541382
aapl,2022-04-05,174.669,172.267,0.004135727882385198
aapl,2022-04-07,168.432,169.398,-0.8641602993011475
aapl,2022-04-08,169.042,167.376,0.9999738335609436
aapl,2022-04-11,166.015,163.109,-0.9999501705169678
aapl,2022-04-12,165.337,164.983,0.9785570204257965
aapl,2022-04-13,164.718,167.683,2.378225326538086e-05
aapl,2022-04-14,167.9,162.656,-0.9997926354408264
aapl,2022-04-18,161.306,162.439,0.0
aapl,2022-04-19,162.39,164.728,0.0
aapl,2022-04-20,166.065,164.558,0.9998575448989868
aapl,2022-04-21,166.215,163.77,0.9997727274894714
aapl,2022-04-22,163.809,159.207,0.010935127735137995
aapl,2022-04-25,158.547,160.282,-0.5589230060577393
aapl,2022-04-26,159.66,154.299,0.0
aapl,2022-04-27,153.422,154.071,0.9563001394271851
